Department|Attrition_Retention 2|Age group|Gender|Job Role|Attrition|Attrition Label|Education|Major|Age|Attrition Count|Attrition %|Attrition Date|Avg. Satisfaction Score|Dynamic Date|Employee No.|Employee Number|Environment Satisfaction|Job Involvement|Job Satisfaction|Monthly Income|Percent Salary Hike|Performance Rating|Relationship Satisfaction|Work Life Balance
Research & Development|Current Employees|35-44|Male|Research Director|No|Current Employees|High School|Medical|40||||2.8||E_1468|1468|4|2|2|13757|11|3|3|3
Research & Development|Current Employees|25-34|Male|Manufacturing Director|No|Current Employees|Bachelor's Degree|Life Sciences|33||||3.0||E_1545|1545|4|2|2|4320|13|3|4|3
Research & Development|Current Employees|45-55|Male|Research Director|No|Current Employees|Bachelor's Degree|Life Sciences|48||||3.0||E_1867|1867|4|2|2|19665|12|3|4|3
Research & Development|Current Employees|25-34|Male|Healthcare Representative|No|Current Employees|Master's Degree|Technical Degree|34||||2.6||E_1597|1597|4|2|3|5063|14|3|2|2
Research & Development|Current Employees|35-44|Male|Research Scientist|No|Current Employees|Associates Degree|Life Sciences|42||||3.2||E_1976|1976|4|2|3|4332|12|3|4|3
Research & Development|Current Employees|25-34|Male|Research Scientist|No|Current Employees|Master's Degree|Technical Degree|32||||2.4||E_1574|1574|4|3|1|4087|14|3|2|2
R & D|Current Employees|25-34|Male|Laboratory Technician|No|Current Employees|Bachelor's Degree|Life Sciences|29||||2.6||E_1883|1883|4|3|1|2062|14|3|2|3
R & D|Current Employees|35-44|Male|Research Scientist|No|Current Employees|Master's Degree|Life Sciences|42||||2.6||E_1998|1998|4|3|1|5410|17|3|3|2
Research & Development|Current Employees|25-34|Male|Research Scientist|No|Current Employees|Master's Degree|Other|34||||2.8||E_1431|1431|4|3|1|2996|14|3|3|3
Research & Development|Current Employees|35-44|Male|Research Director|No|Current Employees|Bachelor's Degree|Life Sciences|44||||3.0||E_1523|1523|4|3|1|16328|13|3|3|4
Research & Development|Current Employees|35-44|Male|Healthcare Representative|No|Current Employees|Bachelor's Degree|Life Sciences|36||||3.0||E_1790|1790|4|3|1|8321|13|3|4|3
Research & Development|Current Employees|25-34|Male|Research Scientist|No|Current Employees|Bachelor's Degree|Technical Degree|32||||3.0||E_2038|2038|4|3|1|2439|14|3|4|3
R & D|Current Employees|25-34|Male|Laboratory Technician|No|Current Employees|Associates Degree|Medical|30||||2.8||E_1989|1989|4|3|2|3748|13|3|3|2
Research & Development|Current Employees|35-44|Male|Research Scientist|No|Current Employees|Bachelor's Degree|Life Sciences|44||||2.8||E_1475|1475|4|3|2|3420|13|3|3|2
R & D|Current Employees|25-34|Male|Research Scientist|No|Current Employees|Bachelor's Degree|Medical|32||||2.8||E_1671|1671|4|3|2|5470|13|3|3|2
R & D|Current Employees|25-34|Male|Research Scientist|No|Current Employees|Bachelor's Degree|Technical Degree|33||||3.0||E_1771|1771|4|3|2|3055|15|3|4|2
R & D|Current Employees|25-34|Male|Healthcare Representative|No|Current Employees|Doctoral Degree|Life Sciences|33||||2.8||E_1515|1515|4|3|3|6388|17|3|1|3
Research & Development|Current Employees|45-55|Male|Healthcare Representative|No|Current Employees|Master's Degree|Life Sciences|55||||3.0||E_1501|1501|4|3|3|4035|16|3|2|3
R & D|Current Employees|35-44|Male|Manufacturing Director|No|Current Employees|Master's Degree|Life Sciences|35||||3.0||E_1728|1728|4|3|3|6883|16|3|2|3
R & D|Current Employees|25-34|Male|Laboratory Technician|No|Current Employees|High School|Other|25||||3.0||E_1992|1992|4|3|3|3977|19|3|3|2
R & D|Current Employees|35-44|Male|Laboratory Technician|No|Current Employees|Master's Degree|Medical|35||||3.2||E_2003|2003|4|3|3|2660|11|3|3|3
R & D|Current Employees|35-44|Male|Laboratory Technician|No|Current Employees|Bachelor's Degree|Life Sciences|42||||3.4||E_1860|1860|4|3|3|3968|13|3|4|3
Research & Development|Current Employees|< 25|Male|Research Scientist|No|Current Employees|Associates Degree|Life Sciences|22||||3.6||E_2007|2007|4|3|3|3375|12|3|4|4
Research & Development|Current Employees|35-44|Male|Research Scientist|No|Current Employees|Master's Degree|Other|39||||3.2||E_1871|1871|4|3|4|3902|14|3|2|3
Research & Development|Current Employees|25-34|Male|Laboratory Technician|No|Current Employees|High School|Medical|29||||3.4||E_1852|1852|4|3|4|3812|13|3|2|4
R & D|Current Employees|35-44|Male|Healthcare Representative|No|Current Employees|Bachelor's Degree|Life Sciences|42||||3.0||E_1547|1547|4|3|4|10124|14|3|3|1
Research & Development|Current Employees|45-55|Male|Manufacturing Director|No|Current Employees|Associates Degree|Life Sciences|46||||3.2||E_1857|1857|4|3|4|8578|14|3|3|2
R & D|Current Employees|35-44|Male|Manager|No|Current Employees|Bachelor's Degree|Life Sciences|39||||3.2||E_2022|2022|4|3|4|19431|13|3|3|2
Research & Development|Current Employees|25-34|Male|Research Scientist|No|Current Employees|Bachelor's Degree|Medical|27||||3.2||E_1648|1648|4|3|4|2580|13|3|3|2
Research & Development|Current Employees|35-44|Male|Healthcare Representative|No|Current Employees|Associates Degree|Life Sciences|40||||3.4||E_1552|1552|4|3|4|4069|18|3|3|3
Research & Development|Current Employees|< 25|Male|Laboratory Technician|No|Current Employees|Associates Degree|Other|23||||3.6||E_1982|1982|4|3|4|2647|13|3|3|4
Research & Development|Current Employees|35-44|Male|Laboratory Technician|No|Current Employees|Bachelor's Degree|Life Sciences|39||||3.6||E_1737|1737|4|3|4|6472|15|3|4|3
R & D|Current Employees|35-44|Male|Research Scientist|No|Current Employees|Bachelor's Degree|Life Sciences|38||||3.8||E_1668|1668|4|3|4|4735|15|3|4|4
Research & Development|Current Employees|25-34|Male|Research Scientist|No|Current Employees|Master's Degree|Life Sciences|33||||2.8||E_1798|1798|4|4|1|3143|19|3|2|3
Research & Development|Current Employees|45-55|Male|Research Director|No|Current Employees|Bachelor's Degree|Medical|53||||2.8||E_1472|1472|4|4|2|16598|12|3|2|2
Research & Development|Current Employees|35-44|Male|Laboratory Technician|No|Current Employees|Bachelor's Degree|Technical Degree|43||||3.2||E_1599|1599|4|4|2|4876|12|3|3|3
Research & Development|Current Employees|25-34|Male|Manufacturing Director|No|Current Employees|High School|Life Sciences|25||||3.4||E_1653|1653|4|4|3|5206|17|3|3|3
R & D|Current Employees|< 25|Male|Research Scientist|No|Current Employees|Bachelor's Degree|Technical Degree|23||||3.6||E_1592|1592|4|4|3|2073|16|3|4|3
Research & Development|Current Employees|25-34|Male|Healthcare Representative|No|Current Employees|Bachelor's Degree|Life Sciences|29||||3.8||E_1753|1753|4|4|3|6294|12|3|4|4
Research & Development|Current Employees|25-34|Male|Research Scientist|No|Current Employees|Master's Degree|Medical|34||||3.2||E_1755|1755|4|4|4|2932|14|3|1|3
Sales|Current Employees|35-44|Male|Sales Representative|No|Current Employees|Bachelor's Degree|Life Sciences|38||||1.4||E_1961|1961|1|2|1|2858|14|3|1|2
Sales|Current Employees|45-55|Male|Sales Executive|No|Current Employees|Bachelor's Degree|Marketing|45||||1.6||E_1612|1612|1|2|1|4385|15|3|1|3
Sales|Current Employees|25-34|Male|Sales Executive|No|Current Employees|Bachelor's Degree|Medical|29||||1.8||E_1669|1669|1|2|2|4187|13|3|2|2
Sales|Current Employees|25-34|Male|Sales Executive|No|Current Employees|Master's Degree|Life Sciences|33||||2.0||E_1560|1560|1|3|1|6392|13|3|4|1
Sales|Current Employees|35-44|Male|Sales Executive|No|Current Employees|Associates Degree|Medical|40||||2.6||E_1548|1548|1|3|1|5473|12|3|4|4
Sales|Current Employees|25-34|Male|Sales Representative|No|Current Employees|Associates Degree|Life Sciences|31||||2.6||E_1996|1996|1|3|3|3067|19|3|3|3
Sales|Current Employees|25-34|Male|Sales Executive|No|Current Employees|Bachelor's Degree|Technical Degree|31||||2.6||E_1749|1749|1|3|3|8346|19|3|3|3
Sales|Current Employees|25-34|Male|Sales Executive|No|Current Employees|Associates Degree|Life Sciences|31||||2.4||E_1453|1453|1|3|4|10793|18|3|1|3
Sales|Current Employees|45-55|Male|Sales Representative|No|Current Employees|Master's Degree|Life Sciences|52||||2.4||E_2019|2019|1|3|4|3482|15|3|2|2
Sales|Current Employees|35-44|Male|Sales Executive|No|Current Employees|Associates Degree|Marketing|37||||2.0||E_1787|1787|2|2|2|4189|14|3|1|3
Sales|Current Employees|25-34|Male|Sales Representative|No|Current Employees|Master's Degree|Medical|32||||2.2||E_2013|2013|2|2|2|2269|14|3|2|3
Sales|Current Employees|45-55|Male|Sales Executive|No|Current Employees|Associates Degree|Life Sciences|46||||2.4||E_1801|1801|2|2|2|7991|15|3|3|3
Sales|Current Employees|35-44|Male|Sales Executive|No|Current Employees|Master's Degree|Marketing|39||||2.0||E_1975|1975|2|3|1|13341|12|3|1|3
Sales|Current Employees|35-44|Male|Sales Executive|No|Current Employees|Master's Degree|Medical|35||||2.2||E_1945|1945|2|3|1|5561|16|3|4|1
Sales|Current Employees|35-44|Male|Manager|No|Current Employees|Master's Degree|Medical|40||||2.2||E_1740|1740|2|3|2|19833|14|3|2|2
Sales|Current Employees|25-34|Male|Sales Executive|No|Current Employees|Master's Degree|Marketing|33||||2.4||E_1924|1924|2|3|3|5487|14|3|2|2
Sales|Current Employees|35-44|Male|Sales Executive|No|Current Employees|Master's Degree|Marketing|42||||3.0||E_1943|1943|2|3|4|5087|12|3|3|3
Sales|Current Employees|35-44|Male|Sales Executive|No|Current Employees|Master's Degree|Medical|37||||2.6||E_1700|1700|3|1|4|9525|14|3|3|2
Sales|Current Employees|25-34|Male|Sales Executive|No|Current Employees|Associates Degree|Marketing|30||||2.0||E_1754|1754|3|2|1|7140|11|3|1|3
Sales|Current Employees|35-44|Male|Sales Executive|No|Current Employees|Associates Degree|Marketing|36||||2.2||E_1908|1908|3|2|2|5507|16|3|3|1
Sales|Current Employees|35-44|Male|Sales Executive|No|Current Employees|Bachelor's Degree|Life Sciences|41||||2.6||E_2037|2037|3|2|2|8938|11|3|3|3
Sales|Current Employees|25-34|Male|Sales Executive|No|Current Employees|Bachelor's Degree|Life Sciences|29||||2.8||E_1497|1497|3|2|3|8620|14|3|3|3
Sales|Current Employees|25-34|Male|Sales Executive|No|Current Employees|Bachelor's Degree|Medical|29||||2.8||E_1650|1650|3|2|3|5869|11|3|3|3
Sales|Current Employees|25-34|Male|Sales Executive|No|Current Employees|Associates Degree|Life Sciences|28||||3.0||E_1927|1927|3|2|4|6834|12|3|3|3
Sales|Current Employees|45-55|Male|Sales Executive|No|Current Employees|Bachelor's Degree|Marketing|48||||2.2||E_1466|1466|3|3|1|5486|11|3|1|3
Sales|Current Employees|25-34|Male|Sales Executive|No|Current Employees|Bachelor's Degree|Life Sciences|28||||2.8||E_1507|1507|3|3|1|4898|14|3|4|3
Sales|Current Employees|< 25|Male|Sales Representative|No|Current Employees|High School|Medical|21||||2.8||E_2021|2021|3|3|1|2380|11|3|4|3
Sales|Current Employees|25-34|Male|Sales Executive|No|Current Employees|Master's Degree|Technical Degree|30||||2.6||E_1568|1568|3|3|2|9250|12|3|2|3
Sales|Current Employees|45-55|Male|Sales Executive|No|Current Employees|Master's Degree|Marketing|47||||2.6||E_1731|1731|3|3|2|4978|11|3|4|1
Sales|Current Employees|35-44|Male|Sales Executive|No|Current Employees|Bachelor's Degree|Life Sciences|38||||3.0||E_1582|1582|3|3|2|9924|11|3|4|3
Sales|Current Employees|45-55|Male|Manager|No|Current Employees|Bachelor's Degree|Marketing|50||||3.0||E_1591|1591|3|3|3|19331|16|3|3|3
Sales|Current Employees|25-34|Male|Sales Executive|No|Current Employees|Bachelor's Degree|Medical|26||||2.8||E_1836|1836|3|3|4|4684|13|3|1|3
Sales|Current Employees|45-55|Male|Sales Executive|No|Current Employees|Bachelor's Degree|Life Sciences|46||||2.8||E_1732|1732|3|3|4|10368|12|3|2|2
Sales|Current Employees|25-34|Male|Sales Executive|No|Current Employees|Bachelor's Degree|Life Sciences|34||||3.4||E_1882|1882|3|3|4|9713|13|3|4|3
Sales|Current Employees|35-44|Male|Sales Executive|No|Current Employees|Bachelor's Degree|Life Sciences|39||||3.4||E_1812|1812|3|3|4|4127|18|3|4|3
Sales|Current Employees|25-34|Male|Sales Executive|No|Current Employees|Bachelor's Degree|Other|34||||2.6||E_1478|1478|4|1|1|4759|18|3|4|3
Sales|Current Employees|25-34|Male|Sales Executive|No|Current Employees|Bachelor's Degree|Life Sciences|32||||2.4||E_1739|1739|4|1|3|9610|13|3|3|1
Sales|Current Employees|45-55|Male|Sales Executive|No|Current Employees|Bachelor's Degree|Medical|49||||2.8||E_2065|2065|4|2|2|5390|14|3|4|2
Sales|Current Employees|25-34|Male|Sales Executive|No|Current Employees|Bachelor's Degree|Technical Degree|34||||3.2||E_1535|1535|4|2|3|7083|14|3|4|3
Sales|Current Employees|25-34|Male|Sales Executive|No|Current Employees|Bachelor's Degree|Medical|33||||2.4||E_1477|1477|4|3|1|4373|14|3|1|3
Sales|Current Employees|< 25|Male|Sales Representative|No|Current Employees|High School|Life Sciences|20||||2.4||E_1680|1680|4|3|1|2728|11|3|1|3
Sales|Current Employees|25-34|Male|Sales Executive|No|Current Employees|Bachelor's Degree|Medical|28||||3.0||E_1469|1469|4|3|1|8463|18|3|4|3
Sales|Current Employees|25-34|Male|Sales Executive|No|Current Employees|Master's Degree|Other|31||||3.0||E_1613|1613|4|3|1|5332|13|3|4|3
Sales|Current Employees|35-44|Male|Sales Executive|No|Current Employees|Master's Degree|Life Sciences|38||||2.6||E_1995|1995|4|3|2|4440|15|3|1|3
Sales|Current Employees|35-44|Male|Sales Representative|No|Current Employees|High School|Life Sciences|35||||2.8||E_1492|1492|4|3|3|2404|13|3|1|3
Sales|Current Employees|35-44|Male|Sales Executive|No|Current Employees|Bachelor's Degree|Marketing|41||||3.0||E_1708|1708|4|3|3|9241|12|3|2|3
Sales|Current Employees|25-34|Male|Sales Executive|No|Current Employees|High School|Life Sciences|30||||3.0||E_1479|1479|4|3|3|5301|15|3|3|2
Sales|Current Employees|25-34|Male|Sales Executive|No|Current Employees|Master's Degree|Medical|34||||3.0||E_1951|1951|4|3|3|8628|18|3|3|2
Sales|Current Employees|25-34|Male|Sales Executive|No|Current Employees|Bachelor's Degree|Life Sciences|34||||3.2||E_1774|1774|4|3|3|4001|14|3|3|3
Sales|Current Employees|35-44|Male|Sales Executive|No|Current Employees|Associates Degree|Life Sciences|41||||3.4||E_1678|1678|4|3|3|7082|16|3|4|3
Sales|Current Employees|25-34|Male|Sales Executive|No|Current Employees|Bachelor's Degree|Marketing|27||||3.0||E_1965|1965|4|3|4|4105|14|3|1|3
Sales|Current Employees|35-44|Male|Sales Executive|No|Current Employees|Bachelor's Degree|Medical|43||||3.0||E_1706|1706|4|3|4|7847|17|3|1|3
Sales|Current Employees|25-34|Male|Sales Executive|No|Current Employees|Doctoral Degree|Marketing|32||||3.2||E_1446|1446|4|3|4|9204|12|3|3|2
Sales|Current Employees|25-34|Male|Sales Executive|No|Current Employees|Master's Degree|Medical|33||||3.4||E_1670|1670|4|3|4|5505|14|3|3|3
Sales|Current Employees|25-34|Male|Sales Executive|No|Current Employees|Master's Degree|Marketing|32||||3.6||E_1853|1853|4|3|4|4648|13|3|3|4
Sales|Current Employees|45-55|Male|Manager|No|Current Employees|Master's Degree|Life Sciences|46||||2.4||E_1602|1602|4|4|1|17567|15|3|2|1
Sales|Current Employees|35-44|Male|Sales Executive|No|Current Employees|Bachelor's Degree|Medical|39||||3.0||E_1588|1588|4|4|3|8237|11|3|1|3
HR|Current Employees|35-44|Male|Human Resources|No|Current Employees|High School|Human Resources|36||||2.8||E_1890|1890|2|2|4|3886|21|4|4|2
HR|Current Employees|25-34|Male|Human Resources|No|Current Employees|Bachelor's Degree|Life Sciences|30||||2.8||E_1499|1499|3|3|3|2064|21|4|1|4
Human Resources|Current Employees|35-44|Male|Manager|No|Current Employees|Associates Degree|Medical|40||||3.4||E_1550|1550|3|3|4|16437|21|4|4|3
R & D|Current Employees|35-44|Male|Manufacturing Director|No|Current Employees|Associates Degree|Medical|39||||2.4||E_1936|1936|1|3|1|5151|25|4|4|3
Research & Development|Current Employees|45-55|Male|Healthcare Representative|No|Current Employees|Bachelor's Degree|Medical|47||||2.4||E_1993|1993|1|3|3|8633|23|4|2|3
R & D|Current Employees|35-44|Male|Laboratory Technician|No|Current Employees|Master's Degree|Life Sciences|36||||2.4||E_1949|1949|1|4|2|2810|22|4|2|3
R & D|Current Employees|45-55|Male|Research Scientist|No|Current Employees|Master's Degree|Technical Degree|55||||2.8||E_1873|1873|2|2|4|2662|20|4|2|4
Research & Development|Current Employees|35-44|Male|Laboratory Technician|No|Current Employees|Bachelor's Degree|Medical|42||||2.2||E_1768|1768|2|3|2|2766|22|4|2|2
Research & Development|Current Employees|25-34|Male|Manufacturing Director|No|Current Employees|Bachelor's Degree|Life Sciences|27||||2.6||E_2064|2064|2|4|2|6142|20|4|2|3
Research & Development|Current Employees|> 55|Male|Research Scientist|No|Current Employees|Associates Degree|Life Sciences|57||||2.4||E_1483|1483|2|4|3|4900|24|4|1|2
Research & Development|Current Employees|> 55|Male|Healthcare Representative|No|Current Employees|Master's Degree|Medical|60||||3.0||E_1697|1697|3|1|4|10883|20|4|3|4
R & D|Current Employees|35-44|Male|Research Director|No|Current Employees|Associates Degree|Life Sciences|43||||2.4||E_1666|1666|3|2|3|17603|24|4|1|3
Research & Development|Current Employees|45-55|Male|Healthcare Representative|No|Current Employees|High School|Life Sciences|45||||2.8||E_1712|1712|3|2|3|10748|23|4|4|2
Research & Development|Current Employees|45-55|Male|Manager|No|Current Employees|Doctoral Degree|Medical|48||||2.8||E_1644|1644|3|2|4|15202|25|4|2|3
Research & Development|Current Employees|35-44|Male|Laboratory Technician|No|Current Employees|Master's Degree|Life Sciences|41||||2.4||E_1772|1772|3|3|1|2289|20|4|2|3
Research & Development|Current Employees|> 55|Male|Healthcare Representative|No|Current Employees|Master's Degree|Life Sciences|56||||2.4||E_2026|2026|3|3|3|6306|21|4|1|2
Research & Development|Current Employees|35-44|Male|Research Scientist|No|Current Employees|Master's Degree|Technical Degree|42||||2.6||E_1854|1854|3|3|3|2936|22|4|2|2
Research & Development|Current Employees|35-44|Male|Research Director|No|Current Employees|High School|Medical|39||||3.0||E_1800|1800|3|3|3|13464|21|4|3|3
R & D|Current Employees|25-34|Male|Manager|No|Current Employees|Bachelor's Degree|Medical|32||||3.2||E_1516|1516|3|3|4|11244|25|4|2|4
